Date/Time,Location/Region,Energy Source,Energy Demand,Energy Consumption (kWh),Energy Price,Operational Costs,Energy Production (kWh)
23/12/2012,Region C,Fossil Fuels,90461,27908,0.186533255,4302.43469,13741
24/12/2012,Region C,Renewables,93085,45028,0.095616501,4747.095798,16793
25/12/2012,Region B,Renewables,40023,48164,0.117458812,4212.496665,15420
26/12/2012,Region C,Fossil Fuels,51029,19780,0.131564368,2706.695922,20993
27/12/2012,Region B,Renewables,40941,17605,0.065034782,3539.656941,22048
28/12/2012,Region C,Renewables,89993,19047,0.189824258,4425.197307,46652
29/12/2012,Region C,Renewables,54950,11274,0.106180423,2962.438753,5827
30/12/2012,Region A,Renewables,87959,15957,0.062116882,1866.746575,5060
31/12/2012,Region C,Fossil Fuels,77054,42811,0.108093676,1678.893759,38396
01/01/2013,Region C,Fossil Fuels,66363,4480,0.140030382,1000.630978,42340
02/01/2013,Region C,Renewables,62742,21386,0.127047901,3872.95198,9812
03/01/2013,Region A,Renewables,98896,12076,0.154181296,1444.388835,26623
04/01/2013,Region B,Fossil Fuels,46215,32391,0.058322591,1975.356399,9115
05/01/2013,Region C,Renewables,48857,36681,0.092681092,2191.505326,47827
06/01/2013,Region C,Renewables,56476,33762,0.172884587,3241.519441,13431
07/01/2013,Region C,Fossil Fuels,29173,1447,0.061984053,2591.829109,19058
08/01/2013,Region A,Fossil Fuels,10395,522,0.178322893,3698.695968,25899
09/01/2013,Region B,Fossil Fuels,60768,1628,0.063784414,1222.554637,36691
10/01/2013,Region A,Renewables,85743,14486,0.175168132,1495.756777,37792
11/01/2013,Region A,Fossil Fuels,47229,32822,0.10411826,2996.846014,32176
12/01/2013,Region B,Renewables,27639,49429,0.141831359,2347.859151,11777
13/01/2013,Region A,Renewables,63583,16660,0.072933067,2183.253451,27494
14/01/2013,Region C,Fossil Fuels,29924,10308,0.059925308,1268.112316,48176
15/01/2013,Region C,Renewables,73969,30112,0.082390731,4582.876699,34778
16/01/2013,Region B,Renewables,31104,22225,0.069178073,3767.274345,10018
17/01/2013,Region A,Fossil Fuels,38594,7498,0.096860885,1486.472627,22588
18/01/2013,Region B,Renewables,4664,40450,0.127157487,1260.183831,21301
19/01/2013,Region C,Fossil Fuels,11528,23918,0.13831392,4899.490134,13253
20/01/2013,Region A,Fossil Fuels,29190,18540,0.168480216,3724.690202,38997
21/01/2013,Region A,Fossil Fuels,67033,21057,0.148435984,2669.824284,16010
22/01/2013,Region B,Fossil Fuels,62161,22325,0.141313749,3806.924163,9489
23/01/2013,Region C,Fossil Fuels,74177,9498,0.111767304,4025.327146,46289
24/01/2013,Region B,Fossil Fuels,71179,36580,0.121071265,4119.84881,28181
25/01/2013,Region C,Renewables,71592,46597,0.112178124,2911.509223,30308
26/01/2013,Region C,Renewables,33899,16302,0.176324905,2719.531032,43453
27/01/2013,Region B,Fossil Fuels,71979,11667,0.084500068,1044.112337,21942
28/01/2013,Region A,Renewables,18241,35592,0.05085814,4706.228461,41750
29/01/2013,Region A,Renewables,47211,42907,0.147697985,3413.231514,9716
30/01/2013,Region B,Renewables,64472,13838,0.080369328,1812.615749,1175
31/01/2013,Region C,Fossil Fuels,75248,11253,0.18351727,4678.413678,32249
01/02/2013,Region B,Fossil Fuels,74757,6484,0.178856949,4659.727607,24597
02/02/2013,Region A,Renewables,32346,19395,0.061509106,4956.736657,21582
03/02/2013,Region B,Fossil Fuels,82196,48410,0.065958261,4496.226253,27828
04/02/2013,Region C,Renewables,78124,44331,0.124275739,4991.137551,21043
05/02/2013,Region C,Fossil Fuels,43220,862,0.141383399,1978.744752,30179
06/02/2013,Region A,Renewables,18942,3954,0.091236251,4368.998341,38580
07/02/2013,Region B,Fossil Fuels,50167,21504,0.157519658,4292.113235,31540
08/02/2013,Region B,Fossil Fuels,37373,36523,0.139237403,1923.761437,20784
09/02/2013,Region C,Renewables,68143,18101,0.098723616,1393.750196,850
10/02/2013,Region C,Fossil Fuels,3016,5849,0.053805723,4917.682055,7390
11/02/2013,Region A,Fossil Fuels,70110,40463,0.162522542,2184.098206,41005
12/02/2013,Region A,Fossil Fuels,47309,10547,0.08221305,4483.567162,15962
13/02/2013,Region A,Fossil Fuels,8274,8250,0.175171062,1016.508619,13905
14/02/2013,Region C,Fossil Fuels,16748,29893,0.113043539,1084.099229,38299
15/02/2013,Region B,Renewables,21175,22963,0.136561616,2863.485235,37441
16/02/2013,Region C,Fossil Fuels,12826,9899,0.18094231,1954.858736,12428
17/02/2013,Region C,Renewables,84008,14186,0.17954345,3759.365134,42832
18/02/2013,Region A,Fossil Fuels,35129,41303,0.105727936,3262.257302,39316
19/02/2013,Region A,Fossil Fuels,71009,34775,0.081333334,1309.94319,22421
20/02/2013,Region A,Fossil Fuels,24490,23287,0.166271912,1650.513185,2276
21/02/2013,Region C,Fossil Fuels,42435,15276,0.114962031,2552.19708,41600
22/02/2013,Region B,Fossil Fuels,76017,30027,0.078806299,1742.416256,36588
23/02/2013,Region B,Fossil Fuels,9520,39851,0.185663801,4168.889389,25237
24/02/2013,Region B,Renewables,92951,37195,0.079715629,2664.280942,27040
25/02/2013,Region B,Fossil Fuels,84106,16297,0.053871075,1373.727467,46252
26/02/2013,Region C,Renewables,62877,37499,0.053041996,2937.371609,11722
27/02/2013,Region A,Fossil Fuels,20798,5802,0.143347303,1363.352724,48954
28/02/2013,Region A,Fossil Fuels,55638,38559,0.149251259,1515.749222,8866
01/03/2013,Region B,Fossil Fuels,70072,1408,0.096656256,1958.439328,12889
02/03/2013,Region C,Fossil Fuels,68309,15623,0.098001648,4438.110821,33400
03/03/2013,Region B,Renewables,30894,13377,0.100924087,4698.450129,46976
04/03/2013,Region B,Fossil Fuels,63963,14739,0.152023782,4305.030917,8967
05/03/2013,Region C,Fossil Fuels,55567,21935,0.058720069,2336.30887,13616
06/03/2013,Region B,Fossil Fuels,36326,27813,0.189367453,2089.785764,21964
07/03/2013,Region A,Renewables,56059,35854,0.083378157,3196.622763,21229
08/03/2013,Region C,Renewables,6079,42603,0.199950981,3887.412642,35801
09/03/2013,Region B,Renewables,26838,48908,0.075728404,4973.491153,32215
10/03/2013,Region A,Renewables,88340,18215,0.165731969,1526.282848,8917
11/03/2013,Region C,Fossil Fuels,48109,23735,0.083511882,1197.167996,48118
12/03/2013,Region B,Fossil Fuels,86211,26629,0.06212702,3777.423556,7159
13/03/2013,Region B,Renewables,26594,11034,0.181239999,4328.903134,15164
14/03/2013,Region A,Fossil Fuels,43749,35074,0.178812689,4385.395119,37765
15/03/2013,Region C,Fossil Fuels,37292,43560,0.110535559,3713.854196,29594
16/03/2013,Region B,Fossil Fuels,75534,17689,0.155359421,4816.063216,11093
17/03/2013,Region A,Renewables,80233,21031,0.13355989,3044.019054,10132
18/03/2013,Region A,Fossil Fuels,52818,11467,0.177943417,4655.259193,1415
19/03/2013,Region B,Fossil Fuels,14429,16955,0.097258395,4871.248548,46412
20/03/2013,Region B,Renewables,58748,527,0.12855086,4388.629828,13201
21/03/2013,Region C,Fossil Fuels,49807,9160,0.122805856,2239.034253,42736
22/03/2013,Region A,Renewables,8140,25839,0.103085874,1784.862605,30172
23/03/2013,Region A,Fossil Fuels,64226,40323,0.18371826,3192.48026,43076
24/03/2013,Region C,Renewables,15901,10116,0.074881689,2812.059002,49122
25/03/2013,Region B,Fossil Fuels,89815,10940,0.072426296,4511.033369,3139
26/03/2013,Region C,Renewables,29525,37100,0.13653643,1400.126684,17046
27/03/2013,Region C,Fossil Fuels,21491,49238,0.148624134,2030.960245,8909
28/03/2013,Region C,Fossil Fuels,69816,13607,0.079192888,4007.195778,24558
29/03/2013,Region C,Fossil Fuels,35980,29146,0.108607616,1379.94658,23891
30/03/2013,Region C,Fossil Fuels,96525,47045,0.191984576,2283.057656,43856
31/03/2013,Region A,Renewables,9078,26751,0.086992613,2548.621576,14117
01/04/2013,Region B,Fossil Fuels,92654,16454,0.150254105,3490.375186,17562
02/04/2013,Region A,Fossil Fuels,90521,17443,0.161022409,1632.530583,4265
03/04/2013,Region C,Renewables,49704,41225,0.117219305,4442.417961,26422
04/04/2013,Region A,Fossil Fuels,17997,45934,0.190628898,2790.168942,7600
05/04/2013,Region B,Fossil Fuels,80810,20715,0.16049851,4668.086848,36339
06/04/2013,Region B,Fossil Fuels,1868,10610,0.118688687,2871.479655,37451
07/04/2013,Region C,Fossil Fuels,27398,40612,0.13540028,2100.161036,3400
08/04/2013,Region B,Fossil Fuels,82578,22055,0.153892017,1567.315315,6318
09/04/2013,Region B,Renewables,98356,16962,0.138828527,1014.980379,20427
10/04/2013,Region C,Renewables,22246,14196,0.181804638,3128.62994,30169
11/04/2013,Region A,Renewables,21561,1531,0.103533299,1428.626788,32245
12/04/2013,Region A,Fossil Fuels,17254,24265,0.094982861,2566.911055,17489
13/04/2013,Region C,Fossil Fuels,35512,48358,0.082075833,3357.087045,16723
14/04/2013,Region A,Fossil Fuels,90532,16316,0.055667445,2102.743588,39269
15/04/2013,Region C,Renewables,95154,18368,0.056452095,1700.897169,31203
16/04/2013,Region C,Renewables,78395,10937,0.180508279,4098.88649,1758
17/04/2013,Region C,Renewables,58865,15953,0.151758972,4787.164689,41163
18/04/2013,Region A,Fossil Fuels,24580,22722,0.149079862,1401.761671,4338
19/04/2013,Region A,Fossil Fuels,71959,14758,0.142196423,1622.361298,24204
20/04/2013,Region B,Fossil Fuels,73144,34818,0.177382872,4840.050629,10783
21/04/2013,Region C,Fossil Fuels,43485,13477,0.122040039,1151.136887,36171
22/04/2013,Region C,Renewables,51621,37950,0.180561624,4910.529346,25442
23/04/2013,Region C,Fossil Fuels,51665,47707,0.103916754,1018.577932,14267
24/04/2013,Region A,Renewables,71412,18713,0.189006126,4494.674623,1005
25/04/2013,Region B,Renewables,51603,37019,0.154798547,2229.300724,28209
26/04/2013,Region A,Renewables,22038,46182,0.08857657,4754.355433,13242
27/04/2013,Region C,Fossil Fuels,94542,10723,0.134612738,2267.781155,27090
28/04/2013,Region C,Fossil Fuels,97346,48666,0.129954584,3617.225286,26908
29/04/2013,Region A,Fossil Fuels,15325,39869,0.070684823,1320.130279,6491
30/04/2013,Region B,Fossil Fuels,36892,21343,0.138686436,1969.319246,39709
01/05/2013,Region A,Fossil Fuels,2753,4356,0.097217844,4094.717386,20304
02/05/2013,Region C,Renewables,96067,13161,0.057852315,3114.743415,30962
03/05/2013,Region C,Fossil Fuels,18996,16091,0.192298424,4711.876247,40296
04/05/2013,Region C,Renewables,69811,6682,0.146223555,2715.005633,39598
05/05/2013,Region A,Fossil Fuels,75283,8470,0.18153784,4479.249463,22351
06/05/2013,Region A,Renewables,46211,48422,0.151408401,2795.82175,14183
07/05/2013,Region B,Fossil Fuels,63820,35362,0.103547554,4916.993115,17296
08/05/2013,Region A,Fossil Fuels,1824,31255,0.126903211,4839.337526,42516
09/05/2013,Region C,Fossil Fuels,14880,45363,0.151362014,2316.546822,9888
10/05/2013,Region A,Fossil Fuels,67617,19916,0.194037849,4543.694682,47782
11/05/2013,Region B,Renewables,12517,14172,0.088050419,4390.445497,28244
12/05/2013,Region B,Renewables,22683,18432,0.181246559,1842.721589,25534
13/05/2013,Region B,Fossil Fuels,17876,47496,0.188611671,3497.161603,42545
14/05/2013,Region B,Fossil Fuels,57354,9059,0.150562327,1290.729262,35371
15/05/2013,Region B,Fossil Fuels,74802,564,0.189689994,4346.842882,27215
16/05/2013,Region C,Fossil Fuels,77719,3799,0.109681788,1698.183534,16189
17/05/2013,Region C,Renewables,87602,5349,0.192952426,1283.258806,28544
18/05/2013,Region C,Renewables,79413,6139,0.155417432,2600.876382,19482
19/05/2013,Region B,Fossil Fuels,10982,11555,0.056300865,3307.688554,45838
20/05/2013,Region A,Renewables,75504,22558,0.186030925,4419.667834,35110
21/05/2013,Region A,Renewables,27598,29927,0.122670921,4896.970102,8059
22/05/2013,Region A,Renewables,15639,17480,0.119049048,2757.97005,45968
23/05/2013,Region A,Renewables,71210,11366,0.134969991,1241.787692,13346
24/05/2013,Region A,Fossil Fuels,70852,4389,0.072407682,3996.462316,2954
25/05/2013,Region A,Fossil Fuels,10695,48726,0.120374907,3260.693025,9566
26/05/2013,Region C,Fossil Fuels,49582,31835,0.174669083,2791.565379,49317
27/05/2013,Region C,Fossil Fuels,32094,26662,0.052322369,2237.075515,12030
28/05/2013,Region B,Fossil Fuels,61635,24413,0.090937574,3009.594111,18565
29/05/2013,Region C,Fossil Fuels,23187,25187,0.050368188,2354.718418,6702
30/05/2013,Region C,Renewables,2214,33720,0.112356696,4028.047471,2022
31/05/2013,Region C,Fossil Fuels,24940,11495,0.159247327,3175.574786,27850
01/06/2013,Region A,Fossil Fuels,45406,3131,0.169815774,4507.391097,35069
02/06/2013,Region C,Fossil Fuels,92221,35454,0.191778464,3174.175659,9850
03/06/2013,Region A,Renewables,44481,6467,0.141275692,1953.049653,49776
04/06/2013,Region A,Renewables,16977,23258,0.08819403,4404.367529,4374
05/06/2013,Region C,Renewables,45839,22242,0.188622192,3228.87618,37297
06/06/2013,Region A,Fossil Fuels,58874,37616,0.166297363,1827.364153,11957
07/06/2013,Region B,Renewables,59414,27080,0.136164272,3494.03124,20375
08/06/2013,Region A,Fossil Fuels,26538,34727,0.154346032,2430.86706,41044
09/06/2013,Region C,Fossil Fuels,57241,2442,0.188647453,4377.622449,18745
10/06/2013,Region B,Renewables,74501,48164,0.156859104,2813.198955,15762
11/06/2013,Region A,Fossil Fuels,76133,28569,0.105256176,3905.765432,36090
12/06/2013,Region C,Fossil Fuels,61481,22306,0.15695423,1382.144831,35959
13/06/2013,Region C,Fossil Fuels,28740,14907,0.056041724,2584.097385,25652
14/06/2013,Region B,Renewables,64328,48890,0.107962334,4932.965746,31484
15/06/2013,Region C,Fossil Fuels,73105,15057,0.110948455,4233.841158,45642
16/06/2013,Region C,Renewables,51643,16945,0.075025735,1639.763209,12596
17/06/2013,Region B,Fossil Fuels,12881,18378,0.053462822,2111.056198,25250
18/06/2013,Region A,Fossil Fuels,37996,18064,0.070007185,2319.263235,35646
19/06/2013,Region B,Renewables,33177,13593,0.148193224,3601.462242,45837
20/06/2013,Region B,Renewables,38177,36056,0.170343322,4027.979038,47930
21/06/2013,Region B,Fossil Fuels,67126,26951,0.198230524,3998.106435,18304
22/06/2013,Region A,Renewables,57531,43668,0.101954525,3039.496225,46528
23/06/2013,Region A,Fossil Fuels,27119,24586,0.139906883,4243.282151,30841
24/06/2013,Region A,Fossil Fuels,28915,16989,0.190571745,2748.312331,11515
25/06/2013,Region A,Renewables,3708,28504,0.075056267,1495.522261,22603
26/06/2013,Region A,Fossil Fuels,39749,20971,0.157646838,3257.767367,4170
27/06/2013,Region B,Renewables,45989,26784,0.16324681,4809.205538,2708
28/06/2013,Region A,Renewables,23106,37193,0.06334633,4171.974606,37875
29/06/2013,Region B,Fossil Fuels,18131,18792,0.179187408,3314.802591,21934
30/06/2013,Region B,Renewables,47553,18933,0.171965757,3587.222641,44865
01/07/2013,Region A,Fossil Fuels,59144,15068,0.055010451,4722.248108,4387
02/07/2013,Region C,Renewables,7553,45924,0.063662662,2713.371178,30823
03/07/2013,Region C,Renewables,18881,9966,0.057369034,2325.576556,45953
04/07/2013,Region A,Fossil Fuels,2379,26021,0.10021153,4908.96626,3213
05/07/2013,Region A,Renewables,91791,37172,0.126393349,4453.772534,25838
06/07/2013,Region A,Fossil Fuels,70306,15967,0.129852159,2292.174338,23355
07/07/2013,Region A,Fossil Fuels,20726,32519,0.090150014,2855.122389,11752
08/07/2013,Region B,Fossil Fuels,10088,10919,0.186739533,2660.312516,4257
09/07/2013,Region C,Renewables,35314,17176,0.105239418,1596.382715,9264
10/07/2013,Region B,Fossil Fuels,56041,29755,0.056832523,4831.277295,1950
11/07/2013,Region C,Fossil Fuels,17350,32014,0.095034067,2617.249725,48105
12/07/2013,Region B,Renewables,82397,43682,0.129666413,4501.316331,33064
13/07/2013,Region B,Renewables,80509,23150,0.111233273,1757.424911,41022
14/07/2013,Region A,Renewables,18769,23254,0.091076378,3191.483243,48353
15/07/2013,Region B,Fossil Fuels,48249,12665,0.069698487,1095.84554,45149
16/07/2013,Region B,Renewables,83862,11183,0.172874675,4056.881935,33586
17/07/2013,Region A,Fossil Fuels,47365,33056,0.199421786,3323.655593,10608
18/07/2013,Region C,Renewables,51185,15942,0.09943132,3502.358334,49936
19/07/2013,Region C,Fossil Fuels,3786,5360,0.107243157,1206.88353,39145
20/07/2013,Region B,Fossil Fuels,2620,4229,0.142705629,1844.153321,4881
21/07/2013,Region C,Fossil Fuels,37303,31851,0.157766221,1297.323489,40022
22/07/2013,Region B,Fossil Fuels,20589,47668,0.10880443,2155.657263,9733
23/07/2013,Region B,Renewables,3882,24846,0.185739428,3509.756031,3471
24/07/2013,Region C,Renewables,63248,9119,0.134000598,3264.743937,44539
25/07/2013,Region C,Fossil Fuels,50322,11664,0.117558511,3448.599286,48538
26/07/2013,Region C,Renewables,25524,39378,0.147000913,3197.005086,32017
27/07/2013,Region C,Renewables,10745,7455,0.192920577,2092.115183,39955
28/07/2013,Region C,Renewables,16861,606,0.169182844,1978.029989,40401
29/07/2013,Region C,Fossil Fuels,92707,5254,0.05600197,1548.238734,19808
30/07/2013,Region C,Renewables,92735,44793,0.099846487,4396.2835,22683
31/07/2013,Region C,Fossil Fuels,55261,22162,0.120581703,3465.917434,34082
01/08/2013,Region A,Fossil Fuels,3837,6908,0.097177636,1746.04405,33774
02/08/2013,Region C,Renewables,75135,40903,0.155028134,1708.837519,34515
03/08/2013,Region A,Renewables,82447,1725,0.173940372,4492.142406,44201
04/08/2013,Region B,Fossil Fuels,55380,12696,0.159701764,3970.923455,16180
05/08/2013,Region B,Fossil Fuels,87089,4750,0.198399993,3637.59632,19012
06/08/2013,Region A,Fossil Fuels,50831,15872,0.090882147,2627.45643,28974
07/08/2013,Region A,Renewables,90349,17779,0.181248424,2047.902257,7661
08/08/2013,Region C,Fossil Fuels,39255,45365,0.1649934,4917.803052,6894
09/08/2013,Region C,Fossil Fuels,30520,30693,0.104326814,4188.9583,39913
10/08/2013,Region B,Renewables,30541,45323,0.160118682,2207.116893,47528
11/08/2013,Region C,Fossil Fuels,66772,27368,0.065611393,4390.259185,25163
12/08/2013,Region A,Renewables,28350,38687,0.168400022,4035.727794,23110
13/08/2013,Region C,Renewables,45397,48981,0.12984959,2188.3222,40100
14/08/2013,Region B,Renewables,78085,28975,0.093843526,2706.211417,6743
15/08/2013,Region C,Fossil Fuels,64865,45052,0.148366595,1743.813782,15369
16/08/2013,Region C,Renewables,56956,2933,0.146243,1444.209778,43416
17/08/2013,Region A,Renewables,28453,11498,0.081422933,3891.048131,9593
18/08/2013,Region A,Fossil Fuels,63345,44843,0.054559612,2070.047429,39007
19/08/2013,Region B,Fossil Fuels,13906,31633,0.115043388,4280.237463,26087
20/08/2013,Region B,Fossil Fuels,15988,34569,0.13542678,4982.434846,34771
21/08/2013,Region B,Renewables,28723,7358,0.181490792,1306.479256,43151
22/08/2013,Region B,Fossil Fuels,34800,9450,0.189232519,2892.1405,47979
23/08/2013,Region B,Fossil Fuels,40107,9438,0.129320783,4208.250237,32169
24/08/2013,Region B,Renewables,28430,25668,0.163070523,4155.803586,23823
25/08/2013,Region A,Renewables,33535,32599,0.115895491,4039.988633,46685
26/08/2013,Region B,Fossil Fuels,69476,6144,0.161912323,2395.979741,24697
27/08/2013,Region B,Fossil Fuels,88329,44346,0.080720229,2815.413023,23810
28/08/2013,Region C,Fossil Fuels,78798,9760,0.10565971,3379.873429,40954
29/08/2013,Region A,Renewables,53284,47958,0.1451342,4895.762334,36699
30/08/2013,Region C,Renewables,57232,36575,0.052723695,2310.189084,20914
31/08/2013,Region C,Fossil Fuels,45420,16988,0.158369197,4692.575551,19850
01/09/2013,Region A,Renewables,38710,895,0.175330325,2077.427673,21925
02/09/2013,Region B,Fossil Fuels,73497,11345,0.109871249,4956.297862,29358
03/09/2013,Region C,Renewables,93035,36559,0.117191363,3681.054747,45646
04/09/2013,Region B,Renewables,41498,18894,0.177692332,2854.045921,21196
05/09/2013,Region A,Fossil Fuels,32283,28957,0.166348195,3453.561712,27925
06/09/2013,Region C,Renewables,67169,46406,0.093222423,2090.124676,23380
07/09/2013,Region C,Fossil Fuels,73358,37805,0.098596416,2096.69543,39773
08/09/2013,Region A,Renewables,63457,43128,0.151831735,1454.218175,24374
09/09/2013,Region A,Renewables,26968,21852,0.134479714,1456.201191,25419
10/09/2013,Region C,Fossil Fuels,63508,21646,0.074334436,2390.686966,14669
11/09/2013,Region C,Fossil Fuels,64220,17935,0.096489486,4051.421912,1458
12/09/2013,Region C,Renewables,86366,39886,0.184997492,3431.88467,47950
13/09/2013,Region A,Renewables,6738,37991,0.153226166,1410.338241,12922
14/09/2013,Region B,Fossil Fuels,4098,20468,0.197896148,4408.9461,44627
15/09/2013,Region B,Renewables,96424,48105,0.165051879,3405.470508,14135
16/09/2013,Region B,Renewables,74633,9039,0.191296165,4843.422307,22477
17/09/2013,Region B,Renewables,79672,1763,0.082428286,3680.74187,29023
18/09/2013,Region A,Fossil Fuels,39244,13805,0.165722731,1700.699455,30614
19/09/2013,Region A,Fossil Fuels,9253,24898,0.053032628,2895.133449,18875
20/09/2013,Region B,Renewables,55333,44202,0.150614003,3593.99039,43985
21/09/2013,Region C,Fossil Fuels,51969,32580,0.120392342,1113.058804,12058
22/09/2013,Region C,Renewables,91744,10765,0.102014011,1059.641057,31327
23/09/2013,Region A,Fossil Fuels,71423,49607,0.179360653,1517.612002,10939
24/09/2013,Region B,Fossil Fuels,45411,32652,0.178140154,2006.65774,43125
25/09/2013,Region A,Renewables,76028,28224,0.053345256,2718.196494,41303
26/09/2013,Region B,Renewables,36421,31124,0.141425768,2949.761895,20314
27/09/2013,Region B,Renewables,2454,34619,0.105174834,1552.110436,21717
28/09/2013,Region C,Fossil Fuels,18522,40458,0.11234915,3693.566316,29897
29/09/2013,Region C,Renewables,39575,29889,0.174806111,3384.552247,18588
30/09/2013,Region C,Renewables,4192,17150,0.096475966,2177.856395,25861
01/10/2013,Region A,Fossil Fuels,56268,26514,0.191457322,1054.639534,10747
02/10/2013,Region C,Fossil Fuels,82311,11385,0.076945074,1310.591661,16344
03/10/2013,Region C,Fossil Fuels,11402,7934,0.149408364,2566.779102,20814
04/10/2013,Region A,Fossil Fuels,79610,30528,0.15081576,1615.897405,15595
05/10/2013,Region A,Renewables,81781,1522,0.087829274,2507.278425,33432
06/10/2013,Region A,Fossil Fuels,37527,24831,0.098712591,3512.730418,20152
07/10/2013,Region C,Fossil Fuels,53181,2537,0.175219774,3188.949712,24453
08/10/2013,Region B,Renewables,92472,9256,0.164270788,1924.703533,2379
09/10/2013,Region C,Fossil Fuels,28002,46826,0.099364382,2375.289965,32558
10/10/2013,Region B,Fossil Fuels,82219,17943,0.130093482,3456.124794,44555
11/10/2013,Region A,Renewables,13460,34692,0.059252044,4443.420112,39560
12/10/2013,Region C,Renewables,31482,4623,0.081311882,4012.853755,33618
13/10/2013,Region C,Renewables,17447,17103,0.122873084,3213.600107,7252
14/10/2013,Region B,Renewables,49228,905,0.06289606,2449.171993,38721
15/10/2013,Region C,Renewables,84265,43097,0.176499853,2460.20511,16140
16/10/2013,Region C,Fossil Fuels,51126,19202,0.157700932,4517.669241,47468
17/10/2013,Region C,Fossil Fuels,21545,43219,0.191545051,1156.974304,48538
18/10/2013,Region A,Renewables,56114,26750,0.154020036,4951.930578,3587
19/10/2013,Region B,Renewables,94740,42251,0.191060206,3657.501643,46949
20/10/2013,Region C,Renewables,76350,21942,0.133176883,3724.550796,49157
21/10/2013,Region B,Renewables,58801,18193,0.140032792,1151.991349,16639
22/10/2013,Region A,Fossil Fuels,14890,24505,0.196545658,3422.1171,2955
23/10/2013,Region A,Renewables,53482,45293,0.146319372,2939.11224,7819
24/10/2013,Region B,Renewables,64397,38197,0.054617985,1423.115628,21414
25/10/2013,Region C,Renewables,2740,29488,0.158570416,2111.688043,26990
26/10/2013,Region C,Renewables,31121,32833,0.185820304,4561.257825,41175
27/10/2013,Region A,Fossil Fuels,12218,30492,0.169337037,3199.953663,11728
28/10/2013,Region A,Fossil Fuels,72591,10022,0.137574991,2653.666301,49225
29/10/2013,Region A,Renewables,89241,45906,0.150695527,1290.728623,9398
30/10/2013,Region A,Fossil Fuels,35722,41970,0.198528768,3856.48611,45139
31/10/2013,Region C,Fossil Fuels,50431,44032,0.063599313,3811.403294,21381
01/11/2013,Region A,Renewables,52543,12621,0.150086724,3456.174428,49774
02/11/2013,Region B,Fossil Fuels,43000,14719,0.092509654,3041.050585,45455
03/11/2013,Region B,Renewables,72975,2117,0.146013559,2735.137609,48596
04/11/2013,Region B,Fossil Fuels,31921,43516,0.141143536,3373.084372,49543
05/11/2013,Region C,Fossil Fuels,89747,24776,0.073018525,1933.581807,47407
06/11/2013,Region B,Fossil Fuels,31614,34851,0.081011997,4765.036257,14719
07/11/2013,Region B,Renewables,62189,7204,0.143244437,3355.178117,38980
08/11/2013,Region C,Fossil Fuels,18601,41256,0.069234492,2244.769777,5299
09/11/2013,Region A,Fossil Fuels,94332,18459,0.089777131,2798.719404,38477
10/11/2013,Region A,Renewables,72543,29022,0.175286832,4222.739156,49046
11/11/2013,Region A,Fossil Fuels,21514,10453,0.099063726,1646.464243,44662
12/11/2013,Region A,Fossil Fuels,84312,27067,0.123209023,2171.34249,26402
13/11/2013,Region A,Fossil Fuels,68612,23060,0.19117105,3718.032091,30492
14/11/2013,Region C,Renewables,91886,3113,0.084072363,2261.956826,41222
15/11/2013,Region B,Renewables,17292,37160,0.108443903,4170.006727,49550
16/11/2013,Region A,Fossil Fuels,32510,45604,0.140968666,1521.813949,22560
17/11/2013,Region B,Renewables,29000,40001,0.163300839,4050.744682,3720
18/11/2013,Region B,Renewables,31383,37699,0.185248008,1273.406859,24885
19/11/2013,Region B,Renewables,12785,24996,0.187320948,1050.370451,23725
20/11/2013,Region C,Renewables,41910,18265,0.166496011,4592.894075,6415
21/11/2013,Region A,Fossil Fuels,40028,26221,0.084249625,3325.356868,37883
22/11/2013,Region C,Renewables,25855,4015,0.0537214,2407.307588,46028
23/11/2013,Region B,Fossil Fuels,25281,4954,0.10756609,1930.378548,3583
24/11/2013,Region A,Fossil Fuels,5841,41037,0.071232328,3467.543133,10405
25/11/2013,Region A,Fossil Fuels,98204,23373,0.156558147,3036.008734,46357
26/11/2013,Region C,Fossil Fuels,61155,8884,0.149169588,4966.391102,45408
27/11/2013,Region C,Renewables,27918,14227,0.056595746,4932.863947,19992
28/11/2013,Region B,Renewables,57313,4034,0.175489067,3540.098265,4131
29/11/2013,Region B,Renewables,18443,34023,0.08731149,2771.482024,32656
30/11/2013,Region B,Renewables,33250,32389,0.114834061,2964.563877,3646
01/12/2013,Region B,Renewables,2922,25965,0.15019006,3729.916265,34497
02/12/2013,Region A,Renewables,32976,31093,0.114412818,1406.298177,38386
03/12/2013,Region C,Renewables,12991,21830,0.11619317,2313.408295,35830
04/12/2013,Region C,Renewables,54744,8802,0.059844199,1301.088964,13575
05/12/2013,Region A,Fossil Fuels,23733,13407,0.110216532,1293.443038,8349
06/12/2013,Region A,Renewables,3473,24930,0.164727184,1783.356968,23237
07/12/2013,Region C,Fossil Fuels,9108,42252,0.187276451,2941.013018,24758
08/12/2013,Region B,Renewables,29715,47653,0.112024571,4139.097285,25043
09/12/2013,Region C,Fossil Fuels,33210,7681,0.113537874,2941.983565,42977
10/12/2013,Region C,Renewables,38317,46713,0.155394066,2341.906442,43224
11/12/2013,Region C,Renewables,66516,13375,0.1914158,1329.411961,29784
12/12/2013,Region A,Renewables,34362,27719,0.090059141,3201.182093,37742
13/12/2013,Region A,Fossil Fuels,55604,36682,0.116021631,2085.074346,38338
